Region,Month of Period End,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Average Sale To List
,April 2023,$287K,147,171,274,22,98.3%
,May 2023,$288K,171,194,267,17,98.3%
,June 2023,$322K,163,165,269,23,99.0%
,July 2023,$309K,154,145,264,24,97.4%
,August 2023,$298K,158,162,281,28,98.3%
,September 2023,$295K,120,170,329,26,97.2%
,October 2023,$299K,98,166,363,21,97.9%
,November 2023,$279K,110,135,359,32,98.7%
,December 2023,$295K,109,119,348,26,97.4%
,January 2024,$300K,118,207,396,44,97.3%
,February 2024,$293K,112,222,442,42,97.9%
,March 2024,$293K,158,180,423,26,97.4%
,April 2024,$310K,162,193,431,32,97.8%
,May 2024,$320K,146,208,464,48,97.2%
,June 2024,$305K,155,163,456,30,97.4%
,July 2024,$316K,155,199,484,52,97.4%
,August 2024,$310K,137,181,506,33,97.0%
,September 2024,$307K,108,187,540,40,96.8%
,October 2024,$313K,120,122,520,36,96.4%
,November 2024,$295K,92,154,543,43,96.7%
,December 2024,$284K,121,106,498,57,95.9%
,January 2025,$309K,101,177,512,64,96.9%
,February 2025,$280K,105,209,526,64,97.2%
"Lathrop, CA",January 2012,$180K,27,38,102,41,100.9%
,February 2012,$179K,31,33,87,36,99.3%
,March 2012,$192K,34,33,75,131,97.9%
,April 2012,$175K,41,40,68,32,99.3%
,May 2012,$172K,34,35,70,21,99.5%
,June 2012,$167K,31,36,74,27,101.0%
,July 2012,$177K,38,30,46,18,103.0%
,August 2012,$175K,31,36,39,22,102.1%
,September 2012,$181K,32,32,45,24,103.8%
,October 2012,$206K,26,29,36,38,102.0%
,November 2012,$198K,20,15,31,18,100.6%
,December 2012,$186K,36,16,27,15,101.3%
,January 2013,$203K,20,27,35,28,102.9%
,February 2013,$235K,14,12,23,13,103.5%
,March 2013,$177K,25,26,24,42,102.6%
,April 2013,$218K,24,32,24,17,102.3%
,May 2013,$240K,29,29,25,12,103.9%
,June 2013,$221K,22,41,34,10,106.2%
,July 2013,$247K,26,43,41,9,104.6%
,August 2013,$280K,40,39,43,12,103.2%
,September 2013,$259K,32,25,43,16,103.5%
,October 2013,$279K,32,28,43,10,103.3%
,November 2013,$267K,15,15,34,15,102.8%
,December 2013,$297K,25,16,35,16,103.7%
,January 2014,$289K,15,28,44,17,100.7%
,February 2014,$295K,14,19,30,8,101.3%
,March 2014,$306K,18,37,37,56,100.0%
,April 2014,$312K,28,33,41,25,99.4%
,May 2014,$315K,32,30,39,22,100.5%
,June 2014,$290K,30,40,50,14,100.6%
,July 2014,$300K,22,30,61,19,99.9%
,August 2014,$309K,19,39,60,30,98.9%
,September 2014,$305K,25,24,42,24,99.3%
,October 2014,$280K,37,30,49,28,98.9%
,November 2014,$282K,21,28,56,43,99.5%
,December 2014,$326K,21,15,47,27,99.1%
,January 2015,$292K,15,18,40,32,100.5%
,February 2015,$300K,12,28,40,33,98.2%
,March 2015,$290K,27,32,44,44,98.6%
,April 2015,$320K,28,23,46,22,99.5%
,May 2015,$320K,23,22,43,18,101.2%
,June 2015,$320K,24,23,33,39,100.1%
,July 2015,$328K,30,27,28,39,100.1%
,August 2015,$307K,23,37,39,22,100.9%
,September 2015,$309K,30,28,44,12,98.1%
,October 2015,$310K,21,23,47,11,100.5%
,November 2015,$330K,11,16,44,20,100.3%
,December 2015,$334K,24,15,30,32,97.6%
,January 2016,$311K,16,28,39,40,99.6%
,February 2016,$300K,17,28,33,21,98.1%
,March 2016,$353K,26,31,33,18,99.7%
,April 2016,$355K,33,22,29,17,100.5%
,May 2016,$347K,20,23,27,16,100.5%
,June 2016,$350K,21,33,34,13,101.9%
,July 2016,$350K,24,24,31,10,100.3%
,August 2016,$356K,22,37,40,10,101.1%
,September 2016,$330K,17,26,45,20,100.6%
,October 2016,$363K,22,26,33,24,99.6%
,November 2016,$355K,25,30,35,27,100.0%
,December 2016,$340K,41,17,25,13,100.4%
,January 2017,$350K,18,19,23,25,99.7%
,February 2017,$355K,17,31,26,35,98.9%
,March 2017,$386K,26,34,20,16,99.4%
,April 2017,$393K,39,30,28,12,102.1%
,May 2017,$368K,24,36,33,12,102.1%
,June 2017,$417K,31,34,38,21,100.5%
,July 2017,$398K,19,35,48,22,100.3%
,August 2017,$394K,18,46,62,18,101.2%
,September 2017,$377K,24,32,58,13,100.4%
,October 2017,$402K,34,22,42,30,101.0%
,November 2017,$390K,32,29,43,48,99.0%
,December 2017,$399K,28,14,26,38,98.7%
,January 2018,$408K,19,19,24,40,100.8%
,February 2018,$417K,23,32,33,46,99.3%
,March 2018,$410K,23,29,26,26,99.3%
,April 2018,$389K,34,27,28,11,100.4%
,May 2018,$412K,23,33,31,10,100.5%
,June 2018,$449K,32,35,39,12,100.6%
,July 2018,$415K,21,33,36,20,99.3%
,August 2018,$449K,35,35,45,20,100.5%
,September 2018,$426K,20,25,51,16,100.2%
,October 2018,$453K,18,43,50,24,100.8%
,November 2018,$400K,33,27,50,22,99.9%
,December 2018,$435K,25,15,47,26,99.9%
,January 2019,$463K,22,23,40,48,99.2%
,February 2019,$476K,13,31,48,44,99.8%
,March 2019,$460K,21,41,57,29,99.9%
,April 2019,$459K,27,47,68,22,98.9%
,May 2019,$440K,23,42,76,21,99.4%
,June 2019,$478K,30,37,79,33,99.4%
,July 2019,$454K,30,35,68,19,99.9%
,August 2019,$441K,31,42,73,57,99.6%
,September 2019,$470K,27,32,68,21,99.6%
,October 2019,$449K,42,26,73,39,100.1%
,November 2019,$470K,27,38,81,36,99.6%
,December 2019,$435K,21,18,65,52,99.2%
,January 2020,$450K,29,31,72,38,99.6%
,February 2020,$463K,19,22,58,45,99.3%
,March 2020,$460K,25,28,59,61,99.8%
,April 2020,$514K,29,21,55,23,100.1%
,May 2020,$464K,24,35,43,43,99.0%
,June 2020,$480K,33,28,28,29,100.1%
,July 2020,$510K,39,25,17,19,100.5%
,August 2020,$525K,29,27,11,14,100.3%
,September 2020,$471K,26,32,17,7,100.5%
,October 2020,$506K,40,31,15,8,102.8%
,November 2020,$490K,26,20,14,10,102.0%
,December 2020,$520K,29,19,8,10,103.1%
,January 2021,$523K,18,12,8,9,104.2%
,February 2021,$510K,13,18,7,7,101.3%
,March 2021,$575K,19,24,8,6,107.0%
,April 2021,$588K,20,24,5,6,108.7%
,May 2021,$610K,27,35,19,7,109.5%
,June 2021,$650K,20,29,22,9,110.0%
,July 2021,$600K,26,35,35,11,105.3%
,August 2021,$587K,21,32,23,9,105.0%
,September 2021,$620K,37,29,27,11,103.7%
,October 2021,$605K,32,34,32,9,104.2%
,November 2021,$672K,28,37,29,15,102.1%
,December 2021,$603K,41,24,16,9,103.1%
,January 2022,$623K,24,22,20,15,103.6%
,February 2022,$742K,14,28,18,12,101.6%
,March 2022,$690K,31,33,31,8,103.8%
,April 2022,$760K,27,59,51,12,102.9%
,May 2022,$664K,30,54,72,8,102.5%
,June 2022,$749K,28,55,92,18,101.0%
,July 2022,$710K,13,53,114,17,100.0%
,August 2022,$669K,26,46,116,30,98.4%
,September 2022,$715K,25,50,125,55,98.3%
,October 2022,$678K,26,39,109,55,98.2%
,November 2022,$700K,40,35,106,45,98.2%
,December 2022,$630K,33,22,82,49,97.6%
,January 2023,$580K,19,34,77,75,96.3%
,February 2023,$700K,31,29,65,85,98.2%
,March 2023,$670K,49,34,51,72,96.7%
,April 2023,$680K,29,35,46,32,98.6%
,May 2023,$651K,33,29,44,25,100.0%
,June 2023,$654K,22,33,49,18,99.9%
,July 2023,$682K,29,35,53,38,99.5%
,August 2023,$705K,25,29,56,36,100.3%
,September 2023,$739K,25,30,61,23,99.3%
,October 2023,$680K,27,27,56,33,100.4%
,November 2023,$617K,20,44,70,26,100.5%
,December 2023,$681K,26,21,49,36,99.3%
,January 2024,$671K,24,26,41,34,97.6%
,February 2024,$709K,30,42,43,23,100.6%
,March 2024,$724K,38,48,53,33,99.9%
,April 2024,$715K,33,31,51,22,99.8%
,May 2024,$730K,33,51,68,30,100.3%
,June 2024,$651K,24,50,71,26,99.4%
,July 2024,$730K,27,40,78,17,100.6%
,August 2024,$688K,32,55,96,28,100.4%
,September 2024,$713K,36,40,100,23,99.1%
,October 2024,$690K,29,55,105,37,99.0%
,November 2024,$655K,31,32,97,26,99.3%
,December 2024,$675K,35,20,72,39,99.2%
,January 2025,$685K,17,36,75,54,98.8%
,February 2025,$663K,20,44,83,49,98.2%
"Leander, TX",January 2012,$133K,57,70,253,93,95.5%
,February 2012,$142K,49,102,241,72,97.7%
,March 2012,$149K,88,113,246,69,98.2%
,April 2012,$149K,88,117,249,47,98.1%
,May 2012,$155K,92,134,260,38,97.8%
,June 2012,$160K,108,110,272,40,98.5%
,July 2012,$156K,100,122,283,30,98.6%
,August 2012,$145K,107,113,285,36,96.6%
,September 2012,$150K,74,77,292,45,97.3%
,October 2012,$150K,85,84,260,42,97.6%
,November 2012,$144K,65,70,242,48,97.0%
,December 2012,$172K,78,54,215,62,97.6%
,January 2013,$154K,66,83,181,50,98.2%
,February 2013,$156K,79,101,172,49,98.0%
,March 2013,$167K,106,119,175,29,98.6%
,April 2013,$170K,102,144,182,19,99.3%
,May 2013,$175K,130,156,202,14,99.1%
,June 2013,$168K,107,151,222,16,99.3%
,July 2013,$172K,152,150,247,18,99.0%
,August 2013,$170K,122,143,273,21,99.3%
,September 2013,$174K,106,103,263,27,98.1%
,October 2013,$176K,93,100,239,23,98.2%
,November 2013,$172K,92,79,222,44,98.7%
,December 2013,$178K,95,57,189,35,97.9%
,January 2014,$181K,69,116,210,62,98.9%
,February 2014,$200K,82,104,199,31,98.3%
,March 2014,$198K,114,142,197,31,98.4%
,April 2014,$180K,126,149,188,12,99.2%
,May 2014,$195K,135,161,196,18,98.7%
,June 2014,$197K,133,163,210,9,99.4%
,July 2014,$198K,134,168,275,13,98.9%
,August 2014,$188K,136,125,262,17,98.9%
,September 2014,$195K,123,86,238,31,98.7%
,October 2014,$193K,86,107,232,38,98.6%
,November 2014,$205K,79,118,260,32,98.5%
,December 2014,$202K,92,52,216,35,98.0%
,January 2015,$199K,67,79,188,30,97.8%
,February 2015,$198K,86,120,204,34,97.9%
,March 2015,$220K,122,157,228,19,99.1%
,April 2015,$219K,115,178,260,14,98.7%
,May 2015,$219K,116,186,296,16,99.3%
,June 2015,$217K,149,179,322,15,99.3%
,July 2015,$218K,155,192,351,17,98.8%
,August 2015,$213K,145,132,332,23,99.2%
,September 2015,$224K,128,99,301,38,98.5%
,October 2015,$223K,132,124,284,35,98.6%
,November 2015,$242K,92,82,245,36,97.8%
,December 2015,$231K,135,73,226,56,98.7%
,January 2016,$225K,61,117,228,21,98.1%
,February 2016,$235K,75,168,273,48,97.4%
,March 2016,$241K,133,170,294,18,99.2%
,April 2016,$237K,129,204,312,14,99.4%
,May 2016,$240K,192,194,296,14,99.4%
,June 2016,$259K,182,184,310,20,99.3%
,July 2016,$249K,152,190,349,16,99.6%
,August 2016,$245K,154,148,348,20,99.5%
,September 2016,$246K,140,123,343,24,98.2%
,October 2016,$244K,112,103,323,46,98.8%
,November 2016,$278K,92,88,294,40,98.1%
,December 2016,$246K,115,69,259,44,98.5%
,January 2017,$254K,84,153,290,54,98.6%
,February 2017,$261K,95,159,317,54,98.9%
,March 2017,$242K,126,237,413,21,98.8%
,April 2017,$259K,132,171,407,12,99.3%
,May 2017,$255K,161,205,432,20,98.9%
,June 2017,$258K,163,210,468,30,98.7%
,July 2017,$255K,155,187,491,25,98.9%
,August 2017,$257K,152,181,502,38,98.6%
,September 2017,$255K,145,152,471,36,98.0%
,October 2017,$250K,121,132,436,43,98.4%
,November 2017,$267K,131,118,386,70,98.0%
,December 2017,$283K,183,149,407,78,98.0%
,January 2018,$250K,104,119,379,46,98.9%
,February 2018,$248K,136,144,339,51,98.7%
,March 2018,$268K,168,186,380,40,99.0%
,April 2018,$272K,133,188,398,43,98.4%
,May 2018,$255K,167,233,428,32,98.6%
,June 2018,$282K,199,183,431,28,98.9%
,July 2018,$277K,176,168,436,37,98.8%
,August 2018,$290K,146,190,473,42,98.5%
,September 2018,$258K,127,138,452,50,98.3%
,October 2018,$263K,116,143,447,61,98.2%
,November 2018,$275K,115,128,461,65,98.2%
,December 2018,$253K,137,99,414,61,98.0%
,January 2019,$265K,91,166,423,69,98.1%
,February 2019,$258K,123,176,432,76,98.4%
,March 2019,$273K,168,201,436,54,98.6%
,April 2019,$272K,168,229,460,40,98.6%
,May 2019,$284K,188,242,490,34,98.8%
,June 2019,$287K,192,201,509,35,98.6%
,July 2019,$285K,204,212,507,36,98.9%
,August 2019,$283K,195,234,550,46,98.8%
,September 2019,$275K,171,186,543,47,98.7%
,October 2019,$266K,145,197,547,48,98.6%
,November 2019,$263K,159,135,469,62,98.7%
,December 2019,$287K,224,80,375,61,98.4%
,January 2020,$278K,125,157,332,60,98.5%
,February 2020,$280K,173,185,300,65,99.0%
,March 2020,$278K,221,262,359,58,99.1%
,April 2020,$282K,163,216,412,23,99.2%
,May 2020,$300K,166,232,357,24,99.3%
,June 2020,$296K,265,245,329,26,99.7%
,July 2020,$300K,274,213,283,21,99.3%
,August 2020,$296K,219,192,279,21,99.5%
,September 2020,$315K,253,177,259,36,99.5%
,October 2020,$339K,205,188,228,42,100.2%
,November 2020,$313K,186,169,208,34,100.7%
,December 2020,$325K,189,157,142,32,101.2%
,January 2021,$330K,106,130,108,24,104.4%
,February 2021,$380K,109,151,149,22,108.5%
,March 2021,$405K,203,232,177,20,110.6%
,April 2021,$423K,225,271,230,26,112.5%
,May 2021,$427K,245,253,238,26,110.3%
,June 2021,$420K,309,313,273,24,109.0%
,July 2021,$444K,214,271,323,28,108.8%
,August 2021,$445K,188,265,351,29,105.7%
,September 2021,$418K,210,259,349,31,102.4%
,October 2021,$430K,186,216,319,34,102.0%
,November 2021,$467K,181,177,278,32,101.8%
,December 2021,$458K,214,123,211,31,102.2%
,January 2022,$471K,137,111,164,35,102.0%
,February 2022,$480K,149,155,170,32,103.8%
,March 2022,$507K,214,178,197,26,105.0%
,April 2022,$542K,179,284,296,28,105.8%
,May 2022,$526K,211,316,414,23,105.9%
,June 2022,$520K,205,342,539,28,102.2%
,July 2022,$546K,154,277,607,35,100.1%
,August 2022,$514K,184,216,602,38,99.3%
,September 2022,$490K,186,176,592,42,99.4%
,October 2022,$475K,131,136,557,73,97.9%
,November 2022,$479K,136,105,479,66,96.9%
,December 2022,$524K,168,88,412,63,96.5%
,January 2023,$485K,76,157,414,86,96.4%
,February 2023,$463K,134,133,416,76,97.1%
,March 2023,$453K,188,211,443,61,97.1%
,April 2023,$445K,139,194,434,52,98.3%
,May 2023,$452K,181,211,471,52,97.9%
,June 2023,$454K,180,225,475,49,98.1%
,July 2023,$455K,157,157,471,42,97.9%
,August 2023,$459K,164,172,470,48,98.0%
,September 2023,$464K,126,147,461,52,97.5%
,October 2023,$440K,110,121,431,69,97.4%
,November 2023,$450K,116,120,387,61,96.5%
,December 2023,$481K,153,76,316,80,96.0%
,January 2024,$480K,86,121,301,70,96.7%
,February 2024,$453K,92,154,324,54,98.0%
,March 2024,$477K,126,187,348,46,97.6%
,April 2024,$455K,142,206,415,50,97.8%
,May 2024,$458K,127,209,464,41,97.9%
,June 2024,$451K,144,162,472,42,97.4%
,July 2024,$420K,126,173,486,54,97.5%
,August 2024,$462K,114,125,466,53,96.7%
,September 2024,$480K,83,121,470,70,97.6%
,October 2024,$454K,103,119,444,74,96.6%
,November 2024,$450K,99,72,383,78,97.1%
,December 2024,$465K,107,63,300,53,96.6%
,January 2025,$432K,81,113,309,93,97.5%
,February 2025,$409K,82,139,332,74,97.1%
"Lebanon, TN",February 2013,$146K,33,78,234,79,95.4%
,March 2013,$161K,54,92,235,74,97.7%
,April 2013,$205K,69,89,250,52,98.1%
,May 2013,$162K,58,75,250,90,95.5%
,June 2013,$208K,68,78,265,59,97.5%
,July 2013,$207K,54,73,255,51,97.4%
,August 2013,$173K,64,83,262,74,97.7%
,September 2013,$210K,55,73,277,60,97.0%
,October 2013,$187K,52,80,268,61,96.8%
,November 2013,$176K,55,60,262,56,97.2%
,December 2013,$201K,57,62,251,86,97.8%
,January 2014,$187K,42,68,250,58,96.9%
,February 2014,$170K,31,74,256,103,97.6%
,March 2014,$172K,49,80,242,81,97.1%
,April 2014,$170K,66,88,258,74,97.3%
,May 2014,$169K,61,75,235,49,97.8%
,June 2014,$195K,73,98,249,51,99.0%
,July 2014,$196K,77,120,261,50,98.7%
,August 2014,$229K,74,113,274,48,97.6%
,September 2014,$197K,57,75,274,62,98.2%
,October 2014,$206K,74,70,235,81,97.8%
,November 2014,$210K,71,56,219,52,98.8%
,December 2014,$194K,67,41,202,51,98.4%
,January 2015,$230K,48,70,198,46,99.2%
,February 2015,$190K,49,60,185,58,98.4%
,March 2015,$215K,55,77,188,48,98.0%
,April 2015,$224K,56,112,211,52,98.5%
,May 2015,$208K,57,94,235,47,99.0%
,June 2015,$203K,73,104,256,47,97.2%
,July 2015,$233K,91,91,240,41,98.5%
,August 2015,$239K,93,84,227,34,98.8%
,September 2015,$228K,80,82,222,43,98.5%
,October 2015,$252K,60,64,219,49,98.4%
,November 2015,$213K,55,79,222,57,99.5%
,December 2015,$233K,59,64,219,74,96.7%
,January 2016,$239K,53,75,233,57,99.1%
,February 2016,$223K,50,110,237,57,98.1%
,March 2016,$220K,96,114,239,58,97.7%
,April 2016,$245K,81,107,224,54,98.9%
,May 2016,$241K,88,96,226,43,99.8%
,June 2016,$242K,79,98,237,49,99.0%
,July 2016,$255K,80,99,240,56,98.0%
,August 2016,$252K,80,110,246,43,99.6%
,September 2016,$234K,98,81,243,50,98.3%
,October 2016,$245K,66,100,257,56,98.8%
,November 2016,$249K,71,77,255,51,97.8%
,December 2016,$250K,64,58,221,50,98.9%
,January 2017,$257K,66,96,240,57,99.0%
,February 2017,$272K,66,98,259,48,98.3%
,March 2017,$270K,79,112,257,49,99.5%
,April 2017,$262K,80,99,259,65,97.1%
,May 2017,$257K,82,124,276,49,99.4%
,June 2017,$279K,122,87,236,51,99.3%
,July 2017,$280K,85,108,220,56,98.4%
,August 2017,$283K,94,169,244,43,98.6%
,September 2017,$269K,84,127,256,37,99.1%
,October 2017,$273K,93,92,247,41,99.0%
,November 2017,$269K,75,73,239,54,98.6%
,December 2017,$275K,81,68,234,44,98.6%
,January 2018,$290K,46,90,234,57,100.4%
,February 2018,$289K,70,101,239,66,98.1%
,March 2018,$278K,88,117,258,46,98.7%
,April 2018,$285K,85,127,278,49,99.0%
,May 2018,$290K,93,128,291,55,99.0%
,June 2018,$280K,89,98,287,54,99.6%
,July 2018,$284K,92,110,282,49,99.3%
,August 2018,$297K,92,148,316,50,98.7%
,September 2018,$288K,89,107,329,53,98.7%
,October 2018,$263K,84,97,329,63,98.6%
,November 2018,$278K,44,77,327,57,98.1%
,December 2018,$301K,71,51,307,78,98.7%
,January 2019,$310K,43,110,333,91,98.9%
,February 2019,$280K,67,67,322,62,97.9%
,March 2019,$285K,73,109,328,64,98.4%
,April 2019,$274K,79,118,348,68,99.1%
,May 2019,$293K,102,119,352,69,99.2%
,June 2019,$285K,96,107,341,66,99.0%
,July 2019,$288K,88,141,362,71,99.5%
,August 2019,$288K,106,133,342,55,99.3%
,September 2019,$275K,104,126,341,52,98.6%
,October 2019,$289K,95,112,343,70,97.6%
,November 2019,$339K,86,100,336,71,98.0%
,December 2019,$304K,121,74,305,68,98.5%
,January 2020,$300K,63,121,328,82,99.0%
,February 2020,$279K,73,97,327,73,98.6%
,March 2020,$309K,83,110,306,74,99.3%
,April 2020,$284K,74,101,313,55,99.5%
,May 2020,$290K,102,165,337,59,99.0%
,June 2020,$316K,118,146,275,59,99.5%
,July 2020,$298K,125,115,250,54,98.9%
,August 2020,$322K,152,116,227,39,99.2%
,September 2020,$300K,107,117,226,48,99.5%
,October 2020,$317K,124,98,192,36,99.8%
,November 2020,$324K,91,103,187,39,99.7%
,December 2020,$314K,133,100,176,35,99.1%
,January 2021,$304K,66,122,173,24,99.8%
,February 2021,$319K,81,135,148,38,99.6%
,March 2021,$308K,142,151,148,16,99.9%
,April 2021,$348K,124,100,126,22,100.2%
,May 2021,$322K,131,99,112,25,100.0%
,June 2021,$329K,136,131,138,12,99.6%
,July 2021,$348K,147,116,140,20,99.7%
,August 2021,$341K,122,153,164,26,100.9%
,September 2021,$335K,135,118,185,15,99.4%
,October 2021,$346K,129,133,185,32,99.9%
,November 2021,$349K,129,90,181,21,99.9%
,December 2021,$342K,131,92,159,32,99.2%
,January 2022,$339K,92,106,139,26,100.5%
,February 2022,$348K,88,113,156,26,101.2%
,March 2022,$328K,167,120,147,29,100.4%
,April 2022,$364K,138,142,171,22,100.2%
,May 2022,$358K,134,148,194,27,100.9%
,June 2022,$369K,171,195,261,21,100.3%
,July 2022,$358K,177,179,330,15,100.8%
,August 2022,$376K,164,172,339,29,99.6%
,September 2022,$381K,199,144,359,28,99.4%
,October 2022,$370K,152,120,346,36,99.2%
,November 2022,$389K,124,103,333,49,98.9%
,December 2022,$370K,122,75,299,58,99.0%
,January 2023,$372K,88,122,283,61,98.9%
,February 2023,$419K,86,95,253,69,98.4%
,March 2023,$357K,128,133,255,58,98.9%
,April 2023,$380K,103,127,252,62,98.6%
,May 2023,$389K,118,154,285,56,99.3%
,June 2023,$376K,132,124,289,37,99.2%
,July 2023,$405K,105,107,277,44,99.2%
,August 2023,$420K,109,105,271,59,99.0%
,September 2023,$420K,103,118,277,55,99.7%
,October 2023,$400K,119,107,284,55,100.0%
,November 2023,$421K,98,115,281,38,99.1%
,December 2023,$410K,103,97,303,44,99.4%
,January 2024,$396K,68,127,302,61,99.2%
,February 2024,$400K,82,143,319,76,99.6%
,March 2024,$429K,122,136,308,55,99.2%
,April 2024,$400K,109,174,349,48,98.9%
,May 2024,$427K,123,161,381,46,99.2%
,June 2024,$400K,135,142,368,48,99.1%
,July 2024,$429K,122,164,382,46,99.6%
,August 2024,$423K,154,150,373,43,98.9%
,September 2024,$404K,101,152,394,76,99.1%
,October 2024,$366K,121,134,366,55,98.5%
,November 2024,$400K,121,98,327,54,98.0%
,December 2024,$393K,149,96,307,53,99.1%
,January 2025,$430K,80,144,328,63,98.8%
,February 2025,$392K,86,124,314,60,97.9%
"Leesburg, FL",January 2012,$54K,29,35,213,138,90.7%
,February 2012,$60K,28,37,215,170,88.2%
,March 2012,$74K,30,36,215,177,87.6%
,April 2012,$68K,22,57,235,143,89.7%
,May 2012,$75K,31,37,229,131,91.3%
,June 2012,$85K,15,45,248,182,92.2%
,July 2012,$80K,29,26,234,116,92.5%
,August 2012,$53K,28,30,225,123,90.1%
,September 2012,$68K,15,26,220,171,98.7%
,October 2012,$90K,25,45,228,211,91.2%
,November 2012,$45K,21,35,224,167,94.7%
,December 2012,$69K,32,22,207,86,90.9%
,January 2013,$89K,30,37,203,100,92.4%
,February 2013,$58K,22,40,205,137,89.4%
,March 2013,$89K,24,36,203,170,94.2%
,April 2013,$103K,38,37,188,124,93.0%
,May 2013,$71K,38,40,185,130,92.3%
,June 2013,$88K,39,38,173,136,92.1%
,July 2013,$64K,24,39,183,128,93.4%
,August 2013,$76K,35,48,188,119,94.4%
,September 2013,$123K,28,55,209,143,91.9%
,October 2013,$51K,33,42,209,96,91.9%
,November 2013,$85K,33,46,217,96,97.3%
,December 2013,$100K,30,44,223,131,90.2%
,January 2014,$50K,40,64,244,122,94.1%
,February 2014,$68K,29,44,252,114,91.5%
,March 2014,$120K,29,53,264,92,94.3%
,April 2014,$103K,35,44,227,110,93.6%
,May 2014,$126K,35,40,195,104,93.4%
,June 2014,$108K,45,44,161,78,93.4%
,July 2014,$100K,39,41,168,60,93.7%
,August 2014,$122K,36,34,169,42,95.0%
,September 2014,$69K,29,52,182,69,92.8%
,October 2014,$75K,35,57,196,71,93.1%
,November 2014,$57K,21,44,202,55,96.2%
,December 2014,$105K,37,31,196,85,94.2%
,January 2015,$90K,33,53,198,82,93.5%
,February 2015,$109K,37,49,207,102,95.1%
,March 2015,$98K,34,43,186,74,94.9%
,April 2015,$72K,48,40,180,63,96.6%
,May 2015,$128K,44,33,167,81,95.5%
,June 2015,$100K,35,47,167,66,95.3%
,July 2015,$71K,44,46,168,65,96.8%
,August 2015,$71K,38,56,183,97,95.2%
,September 2015,$95K,35,37,177,72,96.5%
,October 2015,$145K,29,37,172,62,95.5%
,November 2015,$136K,22,31,164,114,92.3%
,December 2015,$115K,44,43,167,72,94.1%
,January 2016,$99K,33,49,169,80,96.2%
,February 2016,$132K,24,38,173,29,94.4%
,March 2016,$109K,33,42,161,80,93.8%
,April 2016,$142K,30,42,160,67,95.4%
,May 2016,$154K,47,78,189,70,96.0%
,June 2016,$103K,40,38,176,93,93.3%
,July 2016,$138K,32,38,170,72,96.1%
,August 2016,$127K,35,53,177,55,95.3%
,September 2016,$90K,44,41,182,29,95.3%
,October 2016,$90K,35,39,130,35,94.4%
,November 2016,$139K,34,48,139,70,94.6%
,December 2016,$120K,39,41,140,35,96.0%
,January 2017,$33K,84,63,149,138,83.3%
,February 2017,$120K,29,50,145,61,95.7%
,March 2017,$117K,43,61,136,55,96.4%
,April 2017,$159K,61,49,134,61,94.7%
,May 2017,$125K,39,56,143,42,96.1%
,June 2017,$148K,50,64,152,15,97.6%
,July 2017,$115K,44,51,161,48,96.0%
,August 2017,$158K,47,55,162,29,96.0%
